Chapter,ID,Chunk,Fellowship
2,58,"He paused, and then said slowly in a deep voice: 
[Gandalf]: ‘This is the Master-ring, the One Ring to rule them all.
This is the One Ring that he lost many ages ago, 
to the great weakening of his power.
He greatly desires it – but he must not get it.’

Frodo sat silent and motionless.
Fear seemed to stretch out
a vast hand, like a dark cloud rising in the East and looming
up to engulf him.

[Frodo]: ‘This ring!’ he stammered.",Negative
9,32,"[Mr. Butterbur]: ‘Then there’s  a travelling company of dwarves 
going West come in this  evening. And now there’s you.’

[Mr. Butterbur]: ‘If you weren’t hobbits, I doubt if we could house you.
But we’ve got a room or two in the north wing that were made  special 
for hobbits, when this place was built. On the ground floor as they usually
prefer; round windows and all as they like it. I hope you’ll be
comfortable.’

[Mr. Butterbur]: ‘You’ll be wanting supper, I don’t doubt. As
soon as may be. This way now!’",Neutral
9,52,"[Frodo]: ‘Who is that?’ Frodo asked, when he got a chance to whis-
per to Mr. Butterbur.
[Frodo]: ‘I don’t think you introduced him?’

[Mr. Butterbur]: ‘Him?’ said the landlord in an answering whisper, cocking
an eye without turning his head.

[Mr. Butterbur]: ‘I don’t rightly know. He is one of the wandering folk – 
Rangers we call them. He seldom talks: not but what he can tell a rare 
tale when he has the mind.’

[Mr. Butterbur]: ‘He disappears for a month, or a year, and 
then he pops up again.’",Neutral
15,2,"[Frodo]: ‘You are not thinking what you are saying: condemned to go 
on this hopeless journey, a reward? Yesterday I dreamed that my task 
was done, and I could rest here, a long while, perhaps for good.’

[Merry]: ‘I don’t wonder,’ said Merry, 
[Merry]: ‘and I wish you could. But we are envying Sam, not you.
If you have to go, then it will be a punishment for any of us to be 
left behind, even in Rivendell.’

[Merry]: ‘We have come a long way with you and been
through some stiff times. We want to go on.’",Negative
12,39,"He lay tossing and turning and listening fearfully to the stealthy 
night-noises: wind in chinks of rock, water dripping, a crack, the 
sudden rattling fall of a loosened stone.

He felt that black shapes were advancing to smother him; 
but when he sat up he saw nothing but the back of Strider 
sitting hunched up, smoking his pipe, and watching.",Negative
11,47,"It had a conical top, slightly flattened at the summit.

[Aragorn]: ‘That is Weathertop,’ said Strider.

[Aragorn]: ‘The Old Road, which we have left far away on our 
right, runs to the south of it and passes not far from its foot.
We might reach it by noon tomorrow, if we go straight towards it.
I suppose we had better do so.’

[Frodo]: ‘What do you mean?’ asked Frodo.

[Aragorn]: ‘I mean: when we do get there, it is not certain what we
shall find. It is close to the Road.’",Neutral
19,44,"It was Frodo who first put something of his sorrow into
halting words.

He was seldom moved to make song or rhyme;
even in Rivendell he had listened and had not sung himself,
though his memory was stored with many things that others
had made before him.",Negative
20,46,"[Boromir]: ‘Indeed we have heard of Fangorn in Minas Tirith,’ said Boromir.

[Boromir]: ‘But what I have heard seems to me for the most part old wives’ 
tales, such as we tell to our children. All that lies north of Rohan is now to 
us so far away that fancy can wander freely there.’

[Boromir]: ‘Of old Fangorn lay upon the borders of our realm; but it is now 
many lives of men since any of us visited it, to prove or disprove the legends 
that have come down from distant years.’",Neutral
21,60,"[Legolas]: ‘Slow, because
they need not count the running years, not for themselves.’

[Legolas]: ‘The passing seasons are but ripples ever repeated in 
the long long stream. Yet beneath the Sun all things must wear 
to an end at last.’

[Frodo]: ‘But the wearing is slow in Lorien,’ said Frodo.
[Frodo]: ‘The power of the Lady is on it. Rich are the hours, though 
short they seem, in Caras Galadhon, where Galadriel wields the 
Elven-ring.’

[Aragorn]: ‘That should not have been said outside Lorien, not even
to me,’ said Aragorn.
[Aragorn]: ‘Speak no more of it!’",Neutral
15,51,"A gleam of firelight came from the open doors, and soft lights were 
glowing in many windows. Bilbo huddled in a cloak stood silent on 
the door-tep beside Frodo.

Aragorn sat with his head bowed to his
knees; only Elrond knew fully what this hour meant to him.
The others could be seen as grey shapes in the darkness.

Sam was standing by the pony, sucking his teeth, and
staring moodily into the gloom where the river roared stonily
below; his desire for adventure was at its lowest ebb.",Negative
12,38,"Strider seemed to be getting anxious: they were nearly ten 
days out from Weathertop, and their stock of provisions was 
beginning to run low. It went on raining.

That night they camped on a stony shelf with a rock-wall
behind them, in which there was a shallow cave, a mere scoop
in the cliff. Frodo was restless.

The cold and wet had made
his wound more painful than ever, and the ache and sense of
deadly chill took away all sleep.",Negative
22,28,"[Boromir]: ‘My city is not far now; and it is little further from there to
Mordor than from here.’

[Boromir]: ‘We have been long in the wilderness,
and you need news of what the Enemy is doing before you
make a move. Come with me, Frodo,’ he said.

[Boromir]: ‘You need rest before your venture, if go you must.’

He laid his hand on the hobbit’s shoulder in friendly fashion; but Frodo felt 
the hand trembling with suppressed excitement. ",Positive
1,129,"Suddenly the wizard’s head appeared at the window.

[Gandalf]: ‘If you don’t let me in, Frodo, I shall blow your door right
down your hole and out through the hill,’ he said.
[Frodo]: ‘My dear Gandalf! Half a minute!’ cried Frodo, running
out of the room to the door.

[Frodo]: ‘Come in! Come in!
I thought it was Lobelia.’

[Gandalf]: ‘Then I forgive you.
But I saw her some time ago, driving
a pony-trap towards Bywater with a face that would have
curdled new milk.’",Positive
10,16,"[Frodo]: ‘What will Ferny sell, and what has my 
accident got to do with him?’ said Frodo, still 
determined not to understand Strider’s hints.

[Aragorn]: ‘News of you, of course,’ answered Strider.
[Aragorn]: ‘An account of your performance would be 
very interesting to certain people. After that they would 
hardly need to be told your real name.
It seems to me only too likely that they will hear of it
before this night is over. Is that enough?’

[Aragorn]: ‘You can do as you
like about my reward: take me as a guide or not.’",Neutral
13,92,"For many minutes he stood looking down at them with a smile.
Suddenly Bilbo looked up.

[Bilbo]: ‘Ah, there you are at last, Dunadan!’ he cried.

[Frodo]: ‘Strider!’ said Frodo.

[Frodo]: ‘You seem to have a lot of names.’
[Bilbo]: ‘Well, Strider is one that I haven’t heard before, anyway,’
said Bilbo.
[Bilbo]: ‘What do you call him that for?’
[Aragorn]: ‘They call me that in Bree,’ said Strider laughing, 
[Aragorn]: ‘and that is how I was introduced to him.’

[Frodo]: ‘And why do you call him Dunadan?’ asked Frodo.
[Bilbo]: ‘The Dunadan,’ said Bilbo.",Positive
1,114,"For LOBELIA SACKVILLE-BAGGINS, as a PRESENT;
on a case of silver spoons.

Bilbo believed that she had acquired a good many of his spoons, while 
he was away on his former journey. Lobelia knew that quite well. When 
she arrived later in the day, she took the point at once, but she also took 
the spoons. This is only a small selection of the assembled presents.

Bilbo’s residence had got rather cluttered up with things in
the course of his long life.",Neutral
21,58,"[Sam]: ‘Well, I can remember three nights there for certain, and I
seem to remember several more, but I would take my oath it
was never a whole month. Anyone would think that time did
not count in there!’

[Frodo]: ‘And perhaps that was the way of it,’ said Frodo.
[Frodo]: ‘In that land, maybe, we were in a time that has 
elsewhere long gone by.’

[Frodo]: ‘It was not, I think, until Silverlode bore us back to Anduin
that we returned to the time that flows through mortal lands
to the Great Sea. And I don’t remember any moon, either
new or old, in Caras Galadhon: only stars by night and sun
by day.’",Neutral
19,50,"[Sam]: ‘And I reckon there’s Elves and Elves.
They’re all Elvish enough, but they’re not all the same.’

[Sam]: ‘Now these folk aren’t wanderers or homeless, and seem a bit
nearer to the likes of us: they seem to belong here, more even
than Hobbits do in the Shire. Whether they’ve made the land,
or the land’s made them, it’s hard to say, if you take my
meaning. It’s wonderfully quiet here.’

[Sam]: ‘Nothing seems to be
going on, and nobody seems to want it to.’",Positive
2,12,"There were, however, dwarves on the road in unusual numbers.

The
ancient East–West Road ran through the Shire to its end at the
Grey Havens, and dwarves had always used it on their way to
their mines in the Blue Mountains.

They were the hobbits’
chief source of news from distant parts – if they wanted any: as
a rule dwarves said little and hobbits asked no more.

But now
Frodo often met strange dwarves of far countries, seeking
refuge in the West.",Neutral
11,16,"[Aragorn]: ‘How much are you prepared to carry on your
backs?’
[Pippin]: ‘As much as we must,’ said Pippin with a sinking heart,
but trying to show that he was tougher than he looked (or felt).

[Sam]: ‘I can carry enough for two,’ said Sam defiantly.

[Frodo]: ‘Can’t anything be done, Mr. Butterbur?’ asked Frodo.

[Frodo]: ‘Can’t we get a couple of ponies in the village, or 
even one just for the baggage? I don’t suppose we could hire them, 
but we might be able to buy them,’ he added, doubtfully,
wondering if he could afford it.",Negative
16,108,"As these dangers became more frequent their march
became slower.

Already they seemed to have been tramping
on, on, endlessly to the mountains’ roots. They were more
than weary, and yet there seemed no comfort in the thought
of halting anywhere.

Frodo’s spirits had risen for a while after
his escape, and after food and a draught of the cordial; but
now a deep uneasiness, growing to dread, crept over him
again.",Negative
5,59,"[Frodo]: ‘I am starting tomorrow, as soon as it
is light. But I am not going by road: it would be safer 
to wait here than that.’

[Frodo]: ‘If I go through the North-gate my departure
from Buckland will be known at once, instead of being secret
for several days at least, as it might be. And what is more,
the Bridge and the East Road near the borders will certainly
be watched, whether any Rider gets into Buckland or not.’

[Frodo]: ‘We don’t know how many there are; but there are at least
two, and possibly more. The only thing to do is to go off in
a quite unexpected direction.’",Neutral
